name,neighbourhood,latitude,longitude,number_of_reviews
Private Entry 1 Bdrm Near Transit,Humboldt Park,41.89625,-87.73064000000001,153
Architectural 2BR in Lincoln Park by Sonder,Lincoln Park,41.924459999999996,-87.63883,33
High-Rise Urban Vistas from a Contemporary City Pad,Near West Side,41.88042,-87.64301,194
Cozy and Clean 2BR in Wicker Park,West Town,41.905770000000004,-87.68287,11
Private Bedroom (F) in a Modern and Spacious Condo,Near West Side,41.87475,-87.69,2
Private bed/bath in Wicker Park,West Town,41.90162,-87.67116999999999,0
United Center-West loop-2 bed/Blackhawks/BlueLine,West Town,41.890159999999995,-87.65811,8
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.89265,-87.62807,10
Excellent Wicker Park / Noble Square Apartment,West Town,41.90835,-87.66808,3
Relaxing Home mins from McCormick Place/Downtown,Grand Boulevard,41.818979999999996,-87.61780999999999,88
10 Minutes from Downtown! 2 Bed 2 Bath,West Town,41.89743,-87.66306999999999,12
1BR LUX in Loop. Excellent spot!,Loop,41.886790000000005,-87.6324,0
Single Bed in Shared Room 1,West Town,41.909929999999996,-87.68895,64
Comfy Furnished 2 bedroom apt near CTA/orange line,Mckinley Park,41.82805,-87.67548000000001,23
Cozy Loft Apartment with Heated Bathroom Floors,Armour Square,41.85168,-87.63915,40
Private Master Bedroom. Bright Sunny Apartment.,Jefferson Park,41.97305,-87.77529,4
Bridgeport Home,Bridgeport,41.8344,-87.64412,86
Cozy 1 bedroom/1 bath in the heart of Gold Coast!,Near North Side,41.90739,-87.62795,29
Sunny Room w/ Private Bath in Buzzing Bucktown,Logan Square,41.91617,-87.68930999999999,83
Great 3 Bedroom in Bridgeport! McCormick Chinatown,Bridgeport,41.83913,-87.65684,67
"Modern 2BR/2BA, red line, 10 min to Wrigley!",Lake View,41.94018,-87.66434,54
Cozy apartment near Michigan lake shore,Edgewater,41.97748,-87.65637,196
"Extra Large, Fully Furnished Studio-CHI Downtown",Near West Side,41.87748,-87.64244000000001,11
"Old-Town Garden Getaway, steps from Second City!",Lincoln Park,41.91257,-87.63619,110
Comfortable private room near Lake and transit.,Uptown,41.9701,-87.65158000000001,33
Unique Coach House in Logan Square,Humboldt Park,41.91209,-87.70624000000001,78
Master Bedroom of Two Bedroom Condo,Lincoln Square,41.97645,-87.68997,1
Close to train ☆ King Bed ☆ Convenience ☆ Music!,Logan Square,41.92586,-87.69323,157
"Master Bedroom, Heart of Wicker Park",West Town,41.90994,-87.6752,203
Entire Unique Home in Edison Park,Edison Park,42.01327,-87.80995,128
Charming 2 Bedroom Lincoln Square Apartment,Lincoln Square,41.96354,-87.6919,7
WARM Studio in the Gold Coast near it all,Near North Side,41.902029999999996,-87.63033,5
Cozy Condo in Old Irving Park,Irving Park,41.953759999999996,-87.73744,4
Big Cozy Apartment with View of Humboldt Park!,West Town,41.903209999999994,-87.69774,41
Guest Room of Two Bedroom Condo,Lincoln Square,41.97652,-87.68875,0
High Rise Apartment in Loop Millennium Park,Loop,41.88503,-87.62666,117
Cozy Unique Large Private Room Lincoln Square,Lincoln Square,41.9681,-87.69026,7
Walk to Wrigley,Uptown,41.95711,-87.65479,33
Heart of Chicago 2BD + Parking,Lower West Side,41.84474,-87.68333,83
Large 2Bed Condo in Lakeview/Wrigleyville/Boystown,Lake View,41.95165,-87.64496,36
"Luxury 2B/2B: panoramic views, 5 stars amenities",Near North Side,41.89269,-87.62194000000001,41
Ukrainian Village Studio with Italian Charm,West Town,41.89672,-87.68101999999999,111
Chicago 2720 (2F),North Lawndale,41.85818,-87.69484,139
Spacious 1bd/1ba in Lincoln Park with PARKING!,Lincoln Park,41.92329,-87.64439,118
Relax in a Newly Remodeled Apartment in Irving Park,Irving Park,41.957190000000004,-87.71734000000001,140
"Queen bed, shared use apartment, easy city access",Edgewater,41.994640000000004,-87.66332,143
"Single use bed; shared apartment, easy city access",Edgewater,41.99462,-87.66425,113
3 Bed Lakeview Brick Loft with Roof Deck,Lake View,41.93545,-87.67227,106
Private room in Bucktown at Damen Blue Line Stop,West Town,41.91188,-87.67811999999999,86
Perfect location Gold Coast,Near North Side,41.903259999999996,-87.62968000000001,152
Gorgeous Wicker Park Home for 8,West Town,41.91016,-87.66808,123
Beautiful Penthouse Home for 8,West Town,41.91105,-87.66672,104
Large Pet Friendly Room in Avondale/Logan Square,Avondale,41.93387,-87.69323,83
Fresh and Urban Apt in Downtown Chicago,Near North Side,41.89966,-87.63671,121
Picture-perfect,Logan Square,41.92048,-87.6929,101
"2 bd, 1 bath Historic Old Irving Pk",Irving Park,41.955659999999995,-87.7396,95
Large Studio - Short-term Sublet only,Lincoln Park,41.92465,-87.63956999999999,16
Downtown Chicago - Spacious Cozy 2 Bedroom (401),Near North Side,41.89578,-87.6315,147
THE CLEAVER WICKER PARK (5 minutes to downtown),West Town,41.90594,-87.66374,233
A little Charming Place in Wrigleyville!,Lake View,41.94872,-87.65189000000001,46
"Sunny, Modern Lincoln Park Apartment with Deck",Lincoln Park,41.914229999999996,-87.64692,65
Cozy Private Room in a Lively Area,West Town,41.90323,-87.69671,41
5 minutes to downtown,Near West Side,41.8734,-87.68623000000001,41
Quiet Wicker Park gem: private parking + CTA,West Town,41.90287,-87.66709,49
#NAME?,Garfield Ridge,41.79267,-87.78522,5
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.893409999999996,-87.62773,11
Room in fabulous Wicker Park/West Town Duplex,West Town,41.89866,-87.66693000000001,28
Newly Renovated 4BR/2BA Condo @ Historic Hyde Park,Hyde Park,41.79905,-87.60391,94
Modern & Spacious 1 Bed Across from Humboldt Park!,West Town,41.90931,-87.70244,4
Private Room in Sunny Apartment,Lower West Side,41.85848,-87.65236,45
1BR Michigan Ave Condo: King Bed + Awesome Views!,Near North Side,41.889990000000004,-87.62191999999999,2
The Great West Chicago House,West Town,41.89417,-87.68081,6
Huge Master bedroom w/ private deck in a duplex,West Town,41.90994,-87.6723,8
"3 BR, 2.5 Ba w parking; 10 min to Wrigley!",Lake View,41.94017,-87.66453,77
Spacious and Comfortable w/ convenient city access,Woodlawn,41.784659999999995,-87.61407,83
"Walk to Second City from Elegant, Lakefront Condo",Near North Side,41.906729999999996,-87.63793000000001,103
"CENTRAL LOCATION + PARKING, 7 MIN TO LOOP & WILLIS",Near West Side,41.87325,-87.65854,186
Luxury High Rise Condo in River North w/Private Bd,Near North Side,41.895179999999996,-87.6426,80
Tiny Room. Walk to Wrigley Field. In Boyztown,Lake View,41.94875,-87.65093,2
"Private room in safe, clean, high-tech smarthouse",Uptown,41.967659999999995,-87.65353,164
Luxurious Loft - 2BR & 2BATH,Logan Square,41.9185,-87.67696,84
Bright & Spacious Town House Close to the Beach,Rogers Park,42.00527,-87.66384000000001,3
Barebone Space in Edgewater,Edgewater,41.9875,-87.66825,4
Walk to the Mag Mile from this Chic Retreat,Near North Side,41.891890000000004,-87.62864,76
historic with modern upgrades,Lake View,41.93495,-87.64246999999999,3
Spacious Duplex+Beach+Free street parking,Uptown,41.95823,-87.64793,28
Beautiful bedroom with private bath,Irving Park,41.96033,-87.73506,100
Unique 2Floor Condo- UK Village,West Town,41.90014,-87.67461999999999,27
Warm & https:/Cozy Studio Near Lakefront & Redline,Uptown,41.97598,-87.65934,13
2 BR Loft in Bucktown / Wicker Park,West Town,41.9125,-87.68509,11
Suite 1 Bedroom with private bath and family room.,Belmont Cragin,41.92078,-87.7454,172
Vintage apartment Lincoln Square,Lincoln Square,41.97784,-87.69541,124
cozy & quiet in Wicker Park proper (private deck),West Town,41.90488,-87.68089,71
Private Room in Ukrainian Village,West Town,41.89979,-87.67868,4
Close to everything! Entire apartment for you!,Lower West Side,41.85886,-87.66022,149
Private Rm in Artist Apartment near Wicker Park,West Town,41.90685,-87.69232,110
Private Room w/Bath Midway Chicago Close to Train!,West Elsdon,41.7977,-87.71643,56
Lux 2BR High-rise - Streeterville - Pool - Gym,Near North Side,41.89302,-87.61739,20
Cozy Room for One In The Company of Cats -Blueline,Irving Park,41.94977,-87.72005,57
The Vanderpool House,Portage Park,41.966609999999996,-87.75918,17
Hip 1 BR in Chicago Ukrainian Village!,West Town,41.89397,-87.69382,32
5 bedrooms in Ukrainian Village,West Town,41.8942,-87.67798,20
Old Style Chicago Apartment Lakeview/Wrigleyville,Lake View,41.941140000000004,-87.64966,18
Casa Logan - Modern and cozy two bedroom apartment,Logan Square,41.91813,-87.70168000000001,88
2BR Close to DOWNTOWN & UNITED CENTER FREE parking,West Town,41.89335,-87.66068,133
3BR Sunny Close to sites & Downtown FREE parking,West Town,41.899229999999996,-87.69149,68
Historic Chicago Coach House,Lincoln Park,41.92114,-87.64995,61
Spin Records at a Vintage West Fulton Market Retreat,Near West Side,41.885740000000006,-87.67313,108
Private Bedroom and Bathroom in Vibrant Pilsen,Lower West Side,41.85588,-87.65484000000001,76
Renovated Condo perfect for families!,Irving Park,41.95521,-87.71677,56
Private bedroom/bathroom in River West,West Town,41.896609999999995,-87.65723,34
3bedrm 2bath 1600 sqft condo w/ balcony n parking,Lincoln Park,41.93201,-87.66894,30
West Loop/UIC *City Center 10min!Trains 1block!,Lower West Side,41.8546,-87.68078,62
ICONIC TOWER 1BR + Eat-In Kitchen!,Loop,41.88729,-87.61924,6
Ukrainian Village Garden Flat,West Town,41.89697,-87.67655,57
1BR  Downtown VIEW of Lake Michigan!,Near North Side,41.904540000000004,-87.63174000000001,13
Charming Vintage Apt in the heart of Logan Square,Logan Square,41.92088,-87.68968000000001,21
Authentic Chicago Full Apartment in Bridgeport,Bridgeport,41.84018,-87.65248000000001,103
Lovely Studio/1Ba near Wrigley!,Lake View,41.93858,-87.66492,75
LollaPalooza or Bust . . .,Douglas,41.83072,-87.62798000000001,12
"THE entire FLAT-2 FULL Baths! 
Forced Air-Parking!",Edgewater,41.99078,-87.66118,15
Fantastic Lakeview Living w free garage parking,Lake View,41.93638,-87.66745,67
Whole house in quiet city neighborhood near it all,Portage Park,41.963640000000005,-87.77897,45
Modern Luxury 1B/1B Apartment,Loop,41.88151,-87.6253,54
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.8915,-87.62615,10
Bright and Roomy Apt In Downtown,Near North Side,41.901109999999996,-87.63835999999999,98
Spacious Studio in Chicago Uptown/Margate Park,Uptown,41.97353,-87.6531,116
Charming Top Floor Apt - 20 minutes to Downtown!,Humboldt Park,41.90729,-87.70878,2
Bright and Spacious Top Floor in Logan Square,Logan Square,41.92131,-87.70987,6
Cozy Lincoln Park vintage bedroom with spa bath,Lincoln Park,41.923970000000004,-87.65547,114
Oakwood Boulevard Gated Home,Oakland,41.82186,-87.60481999999999,37
The White Sox Suite,Bridgeport,41.83315,-87.65364,41
Industrial-Style Loft with Exclusive Rooftop Deck and Complimentary Garage Spot,Irving Park,41.94168,-87.73021999999999,268
The Sox Pad,Bridgeport,41.83296,-87.65177,45
LUX 1BR/1BA Top-Floor Unobstructed Downtown Views,Near North Side,41.89255,-87.61910999999999,181
"4,400sqft Updated Gorgeous House",West Town,41.89439,-87.68081,26
Noble Square 2BR Apt - Where you want to be!,West Town,41.89934,-87.66648,97
THE AVONDALE GUESTHOUSE,Avondale,41.934909999999995,-87.69275,103
Spacious One Bedroom close to everything !!!,Irving Park,41.95258,-87.7245,9
Great Location!!-12,Near North Side,41.90102,-87.63064,169
Spacious Room in Andersonville,Uptown,41.97537,-87.66279,23
Near Chinatown convenient free parking (Queen-C),Bridgeport,41.83984,-87.65165999999999,56
Near Chinatown convenient free parking (Twin-B),Bridgeport,41.84015,-87.65196999999999,50
WRIGLEYVILLE LOFT W/ BALCONY 1,Uptown,41.96518,-87.65435,104
Nice4bedroomTownhome near Downtown McCormick Place,Armour Square,41.85153,-87.63854,119
"Logan Sq pvt suite in trendy condo, mins. to Loop",Logan Square,41.91724,-87.69797,41
2BR East Lakeview Gem 2 Blocks from Lake,Lake View,41.93626,-87.63913000000001,91
Great Location!! Gold Coast Studio,Near North Side,41.90441,-87.62903,190
Urban Pilsen Apt. near Downtown,Lower West Side,41.85109,-87.68242,77
Settle Inn Lincoln Park,Lincoln Park,41.92091,-87.64065,86
The McCormick Pad,Bridgeport,41.83327,-87.65196,47
entire artist loft,Uptown,41.96761,-87.66309,3
Great neighborhood! Free parking. Bus on corner!,West Ridge,41.9935,-87.70078000000001,153
Luxury 3BR Townhome with Patio and Parking,Loop,41.86898,-87.62815,5
"Wicker Park House for 10 - 2 blocks to the ""L""!",West Town,41.89935,-87.66678,17
2BR Modern Vintage Charmer in Noble Square!,West Town,41.89976,-87.66504,82
Spacious Stay For You,West Ridge,41.992290000000004,-87.69376,43
THE CLEAVER BRIGHTON PARK 10 min downtown or mdway,Brighton Park,41.81601,-87.69149,46
"Big, Luxury, Best Location - 1BR",Loop,41.88762,-87.61844,4
Warm and Spacious Wrigleyville Charmer,Lake View,41.948370000000004,-87.64941999999999,2
Close to EVERYTHING! Multi-bed&bath w/free parking,Douglas,41.84421,-87.62644,85
"Extended Stay w/ HOT TUB TIME MACHINE, GYM, POOL",Loop,41.887409999999996,-87.61747,33
"Great West Town locale, close to downtown, loop",West Town,41.89529,-87.66173,117
Artsy 2BR/1BA Bucktown/Logan Sq Apt,Logan Square,41.91871,-87.68975999999999,163
Old Town Coach House,Near North Side,41.90702,-87.63372,6
Best Lincoln Square location. Spacious 2 bedroom,Lincoln Square,41.96597,-87.68290999999999,20
"Comfy Cozy Guest Room, min from U of C & Downtown",Hyde Park,41.7998,-87.60377,26
Luxury 4BR Condo in Lakeview!,Lake View,41.95041,-87.65119,26
Heart of Bucktown,West Town,41.90772,-87.66744,122
Charming master suite. Private floor in a house,West Lawn,41.77769,-87.71804,226
Updated 3 Bedroom Lakeview Loft Condo,Lake View,41.93724,-87.67302,85
3Bed/2bath Penthouse Condo in Wicker Park,West Town,41.908,-87.67129,1
*SPACIOUS 4 Bedroom Townhouse with FREE PARKING!*,Uptown,41.96516,-87.67066,43
COZY LOWER LEVEL SUITE JUST MINS FROM AIRPORT :),Clearing,41.77926,-87.78197,40
"c Modern penthouse, roofdeck, skyline, center",West Town,41.89526,-87.69556,16
"Charming South Loop Apartment-Wifi,Netflix,parking",Lower West Side,41.85487,-87.65460999999999,141
"Deluxe Bunk Suite in River North, 6 Beds!",Near North Side,41.89763,-87.635,84
Brand New Designer 3bd -- Steps from Wrigley Field,Lake View,41.94696,-87.65329,62
ARKADIA FURNISHED WEST LOOP STUDIO POOL GYM (17),Near West Side,41.87963,-87.64783,1
2 bedrooms&2 baths in large 5 bed/3bath penthouse,Hyde Park,41.80219,-87.59945,8
Private room& en suite bathroom in 5bed/3ba condo,Hyde Park,41.80182,-87.601,23
"Spacious, Bright Apartment - Close to Downtown",West Town,41.89456,-87.66155,34
Comfy Bedroom in Logan Square. Close to 606 Trail!,Logan Square,41.91552,-87.71585999999999,55
Chicago Bungalow in The city.,Portage Park,41.96082,-87.76902,40
OneEleven CHICAGO RIVER VIEW FURNISHED STUDIO (18),Loop,41.886990000000004,-87.63051999999999,5
LAKESIDE PIED `A TERRE STEPS TO  BEACH,Rogers Park,42.00269,-87.65827,88
Vintage Sunny Bungalow Logan Square,Logan Square,41.9266,-87.71875,36
Classic Chicago Condo,North Center,41.9518,-87.68276,46
"Stunning Lakeview Condo in Boystown 2 br, 2bath 1",Lake View,41.94008,-87.64685,199
Cozy & Adorable One Bedroom In The Heart of Uptown,Uptown,41.9701,-87.66019,4
Sleek and new garden loft in Boystown Lakeview,Lake View,41.94008,-87.64829,146
Bright Chicago Apt. 1BR 1.4 miles fr Wrigley,Lake View,41.933659999999996,-87.66324,179
10% OFF Family retreat at McCormick Place Chicago,Bridgeport,41.84212,-87.66339,4
Truly Friendly Confines Wrigleyville Studio,Lake View,41.94982,-87.6587,119
Modern Whole Apt 2Comfy KingBeds FreeStreetPark,West Town,41.89845,-87.6894,137
Light Filled Loft Apartment near Downtown Chicago,West Town,41.90305,-87.66623,89
New Swanky Digs Close to Wrigley-Park up to 3 cars,Uptown,41.963640000000005,-87.66306,44
Stunning Logan Square area Bungalow!,Hermosa,41.93525,-87.73722,28
Hermosa/Logan Square spacious apartment,Hermosa,41.926359999999995,-87.7324,13
Unwind with Some Board Games at a Spacious Top-Floor Pad,West Town,41.89801,-87.70085,123
Downtown studio at reasonable price,Near North Side,41.90157,-87.63302,8
Safest Area dplx-Brewery District close to Wrigley,North Center,41.95453,-87.67557,31
"Quiet Flat Near Train, Lake, Shops",Lake View,41.93399,-87.64811,18
The Green House,Edgewater,41.98543,-87.66385,137
"Premier Boystown Wrigleyville Lakeview Flat, 2D",Lake View,41.94523,-87.64884,111
Cozy 3 bedroom Apt Andersonville Neighborhood,Uptown,41.97615,-87.66994,25
Condo ON POINT in Logan Square! (literally),Logan Square,41.91965,-87.69708,23
Cozy 1 Bedroom Apartment,Avondale,41.94505,-87.70745,0
Airy modern home in the heart of Lincoln Square,Lincoln Square,41.96502,-87.68094,1
Spacious & Cozy 2 Bed 2 Bath in heart of Lakeview,Lake View,41.93862,-87.65382,8
Lovely master bedroom w/ private bathroom and deck,West Town,41.90948,-87.67371999999999,2
Hauserly on the Boulevard,Logan Square,41.91571,-87.70376,6
New 2BR West Town Condo,West Town,41.89845,-87.67135999999999,0
Hip and Spacious Bucktown Studio,Logan Square,41.91488,-87.68862,99
Clean Room in Ukranian Village,West Town,41.89959,-87.69678,11
Private Logan Square Studio,Logan Square,41.92902,-87.70312,124
Luxury 1 bedroom in River North - Entire Place!,Near North Side,41.8932,-87.63065,43
Updated Studio in Andersonville - (no extra fees),Uptown,41.9714,-87.66306,144
Artist owned//lovingly rehabbed space,Bridgeport,41.83988,-87.66011999999999,30
Classic Chicago 3 Bedroom Andersonville Flat,Edgewater,41.9862,-87.66581,42
Condo with a whirlpool bath and fireplace..,Rogers Park,42.01386,-87.68128,3
Wrigleyville/Boystown/Lakeview Pet-friendly Studio,Lake View,41.94566,-87.64726,8
Cozy Wrigleyville Condo,Lake View,41.94826,-87.66656,14
PRIVATE 2nd Floor 15 Minutes From O'hare!,Portage Park,41.966570000000004,-87.78183,129
Pilen's Diamond in the Rough,Lower West Side,41.85523,-87.6624,0
Gorgeous Modern Home with Enviable Outdoor Living,West Town,41.89273,-87.67361,30
Affordable room in spacious townhome in South Loop,Near South Side,41.85532,-87.62883000000001,26
Ukrainian Village Abode!,West Town,41.89824,-87.69039000000001,15
Perfect -2 PVT BdrmsShareBathKitchen,Lake View,41.94421,-87.64993,2
Humboldt Park Traveler's Lodge,West Town,41.89966,-87.69374,231
Quiet Comfy Neighborhood 1Bed,Irving Park,41.95687,-87.70133,5
Cozy Room in South loop/Chinatown,Armour Square,41.857690000000005,-87.63303,68
Study Oasis,South Shore,41.76867,-87.56926,32
Sunny Character-Filled Apartment in Trendy Ukrainian Village,West Town,41.898740000000004,-87.69014,22
Cozy 2BR/1BA Garden Apartment  Near Lincoln Square,Albany Park,41.97246,-87.70636,88
